stemming,label
"['motivasi', 'ajar', 'indonesia', 'berwirausaha', 'tukang', 'sampah', 'das', 'swmangatkerja', 'semangatpagi', 'sampah', 'wirausahasukses', 'berwirausaha', 'usaha', 'anakpelajar', 'indonesiaemas', 'pelajarhitz', 'pelajarkekinian', 'pelajarsantuy', 'didik', 'kurikulummerdeka', 'kurikulummerdekabelajar']",negative
"['menteri', 'komunikasi', 'informatika', 'ri', 'budi', 'arie', 'setiadi', 'imbau', 'industri', 'terap', 'strategi', 'guna', 'ai', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi']",neutral
"['peringkat', 'indonesia', 'asean', 'i', 'daya', 'saing', 'posisi', 'tawar', 'i', 'indonesiaemas', 'fakta', 'asean', 'moga', 'perintah', 'presiden', 'jokowi', 'jokowidodo', 'perintah', 'hasil', 'pilpres', 'pileg', 'prabowogibran', 'prabowo', 'perhati']",positive
"['sesuai', 'arah', 'ketua', 'partai', 'gerindra', 'prabowo', 'subianto', 'bahwasannya', 'kader', 'gerindra', 'ujung', 'tombak', 'juang', 'bantu', 'butuh', 'masyarakat', 'gerindra', 'aksinyata', 'prabowosubianto', 'prabowogibran', 'indonesiamaju', 'indonesiaemas']",negative
"['pengabdikasep', 'convomfs', 'stop', 'coli', 'indonesiaemas', 'a']",neutral
"['tech', 'amp', 'telco', 'summit', 'ai', 'meets', 'telco', 'reimagining', 'business', 'in', 'digital', 'landscape', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'dppprojo', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi', 'prabowogibranlanjutkan']",neutral
"['pimpin', 'mulkan', 'jabariah', 'gak', 'sadar', 'kuasa', 'angkat', 'sebentar', 'shg', 'sadar', 'hancur', 'sistem', 'indonesiaemas', '']",neutral
"['selmat', 'prabowo', 'gibrantweet', 'dikit', 'lantik', 'oktober', 'presiden', 'wakil', 'presiden', 'indonesia', 'fyp', 'fyp viral', 'fyp', 'fypage', 'viral', 'viralindo', 'indonesiamaju', 'indonesia', 'indonesiaemas', 'emas', 'prabowo', 'gibran', 'prabowogibran']",positive
"['aksi', 'mahasiswa', 'tolak', 'hak', 'angket', 'projo', 'jokowi', 'indonesiaemas']",negative
"['budi', 'arie', 'setiadi', 'menteri', 'komunikasi', 'informatika', 'peran', 'diaspora', 'butuh', 'indonesia', 'maju', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'dppprojo', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas']",neutral
"['presiden', 'jokowi', 'buka', 'kongres', 'pgri', 'indonesia', 'emas', 'jokowi', 'indonesiaemas', 'pgri', 'news']",negative
"['nadg', 'iyaa', 'td', 'liat', 'ig', 'indonesiaemas', 'tim', 'nya', 'pergi', 'jugak']",neutral
"['kapolri', 'tekan', 'persatuankesatuan', 'wujud', 'indonesia', 'emas', 'kapolri', 'indonesiaemas']",neutral
"['presiden', 'pilih', 'nanti', 'tugas', 'i', 'pr', 'besar', 'viralvideos', 'indoviral', 'indonesia', 'indonesiamaju', 'prabowo', 'jokowi', 'anies', 'ganjar', 'heru', 'hakangket', 'korupsi', 'timpang', 'senjang', 'kualitassdm', 'indonesiaemas']",negative
"['om', 'komjen', 'dharma', 'pongrekun', 'hutang', 'indonesia', 'selesai', 'sumber', 'dana', 'bangun', 'negara', 'hutang', 'hapushutangindonesia', 'indonesiaemas', 'evilcabal']",positive
"['budicahyasetia', 'ndonsback', 'propaganda', 'alexemeru', 'aliefahnoor', 'almaghribis', 'andreassolusi', 'bankjoee', 'bangsaygsujud', 'areinismyname', 'ejaferdiansyah', 'presiden', 'jokowi', 'anugerah', 'pangkat', 'istimewa', 'prabowo', 'sesuai', 'uu', 'jokowi', 'prabowo', 'nkrimembangun', 'indonesiaemas', 'adilmakmur']",positive
"['ardisatriawan', 'indonesiaemas', 'banyak', 'oke', 'gas', 'sih']",neutral
"['survei', 'indikator', 'catat', 'tingkat', 'puas', 'publik', 'selenggara', 'milu', 'dominan', 'responden', 'puas', 'persen', 'puas', 'responden', 'yg', 'puas', 'amp', 'tdk', 'puas', 'projo', 'jokowi', 'indonesiaemas']",negative
"['satu', 'negara', 'indonesia', 'penting', 'jaga', 'negeri', 'utuh', 'utuh', 'wujud', 'rakyat', 'cinta', 'satu', 'cinta', 'damai', 'cinta', 'saudara', 'milu', 'indonesiaemas']",positive
"['rekapitulasi', 'suara', 'milu', 'tingkat', 'nasional', 'laksana', 'transparan', 'pemiludamai', 'pemiluindonesia', 'indonesiaemas', 'taylorswift', 'damaipemiluindonesia']",neutral
"['campur', 'urus', 'negara', 'satu', 'republik', 'indonesia', 'indonesia', 'negara', 'indonesia', 'negara', 'rintis', 'juang', 'word', 'indonesia', 'indonesiaemas']",neutral
"['cepat', 'pulih', 'indonesia', 'ku', 'indonesiaemas']",positive
"['selamat', 'prabowo', 'resmi', 'sandang', 'jenderal', 'bintang', 'langsung', 'presiden', 'joko', 'widodo', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi']",positive
"['pilih', 'beda', 'jaga', 'satu', 'pemiludamai', 'indonesiaemas']",negative
"['selamat', 'raya', 'galungan', 'amp', 'kuningan', 'projo', 'jokowi', 'indonesiaemas', 'galungankuningan']",positive
"['indonesia', 'damai', 'adil', 'makmur', 'sejahtera', 'indonesia', 'indonesiakuatindonesiamaju', 'indonesiaemas', 'milu', 'pemiluindonesia', 'pemiludamai']",positive
"['selamat', 'jenderal', 'prabowo', 'naik', 'pangkat', 'nya', 'projo', 'jokowi', 'indonesiaemas']",negative
"['presiden', 'jokowi', 'ajak', 'tnipolri', 'sinergi', 'wujud', 'visi', 'indonesia', 'emas', 'puspentni', 'divhumaspolri', 'presidenjokowi', 'indonesiaemas', 'tni', 'polri', 'news']",positive
"['bandarantariksa', 'sugar', 'daddy', 'indonesiaemas']",positive
"['lesat', 'optimisme', 'wujud', 'citacita', 'bangsa', 'indonesia', 'emas', 'semangatmenyala', 'indonesiaemas', 'indonesiamaju', 'psipartaijokowi']",positive
"['indonesia', 'damai', 'rakyat', 'bahagia', 'projo', 'jokowi', 'indonesiaemas']",positive
"['asumsico', 'bacot', 'emang', 'mudah', 'banding', 'ngurus', 'beras', 'indonesiacemas']",negative
"['selamat', 'pagi', 'indonesia', 'malapetaka', 'hidup', 'bangsa', 'negara', 'penting', 'keluarga', 'kelompok', 'kalah', 'penting', 'bangsa', 'negara', 'nasionalisme', 'adil', 'revolusimental', 'indonesiaemas']",positive
"['henrysubiakto', 'nato', 'generasiemas', 'indonesiaemas']",positive
"['selebtwitmobil', 'slh', 'efek', 'domino', 'sdm', 'birokrasi', 'lain', 'nya', 'sdm', 'indah', 'rambu', 'pakai', 'kendara', 'tambah', 'birokrasi', 'sim', 'gk', 'contoh', 'negara', 'nekan', 'bar', 'an', 'kemudi', 'indonesiaemas', 'mimpi']",negative
"['projo', 'narasi', 'curang', 'milu', 'wujud', 'penghianatan', 'daulat', 'rakyat', 'kutip', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi']",negative
"['momen', 'hangat', 'diskusi', 'santai', 'prabowo', 'mas', 'gibran', 'kertanegara', 'prabowo', 'gibrantweet', 'prabowogibran', 'prabowosubianto', 'masgibran', 'indonesiaterusmaju', 'indonesiaemas', 'dobmuzakir', 'gerindra', 'pilpres', 'prabowopresiden', 'trending', 'viral', 'dukung']",positive
"['bengkeldodo', 'bentangnegeri', 'lembayung', 'ejaferdiansyah', 'ordebaroe', 'irawanrommi', 'xquitavee', 'temanduit', 'masveel', 'genx', 'berkahmulia', 'wuanjaayy', 'keren', 'nih', 'presiden', 'gw', 'presiden', 'klean', 'okeh', 'gas', 'okeh', 'gass', 'indonesiacemas']",negative
"['prabowo', 'ubah', 'ajak', 'dukung', 'menjujung', 'damai', 'siapp', 'presiden', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi']",positive
"['rusak', 'indonesiaemas', 'brpa', 'org', 'yg', 'ahli', 'sj', 'peluang', 'baik', 'sistembagaimna', 'negeri', 'dpt', 'saing', 'dg', 'asing', 'mngotori', 'founder', 'father', 'yg', 'brjuang', 'smpai', 'mnumpahkan', 'darah', 'sja', 'tai', 'ajigggg', 'emosi', 'lihat', 'dungu', 'rebak', 'opsaveindonesia']",negative
"['renaldiss', 'pendekar', 'aniesbaswedan', 'idiwwww', 'omes', 'pendkung', 'kubu', 'belah', 'inih', 'mesum', 'yg', 'lain', 'dluar', 'nurul', 'suka', 'jenis', 'tukang', 'judi', 'onlen', 'kacaauuu', 'indonesiacemas']",negative
"['ucap', 'syukur', 'prabowo', 'gibran', 'dasar', 'quick', 'count', 'menang', 'putar', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi', 'prabowogibran', 'gibranjagoanku', 'silentmajority']",positive
"['selamat', 'prabowo', 'gibran', 'rawan', 'projo', 'menang', 'putar', 'tegak', 'lurus', 'presiden', 'joko', 'widodo', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'tegaklurusbersamajokowi', 'indonesiamaju', 'indonesiaemas', 'gibranjagoanku']",positive
"['terus', 'estafet', 'baik', 'satu', 'perintah', 'prabowo', 'gibrantweet', 'prabowosubianto', 'gibranrakabumingraka', 'presiden', 'persatuanindonesia', 'menjagapersatuanindonesia', 'negaraindonesia', 'kepemimpinanprabowogibran', 'prabowountukindonesia', 'x', 'indonesiaemas']",negative
"['kuak', 'susun', 'kabinet', 'indonesia', 'emas', 'prabowogibran', 'jokowi', 'grace', 'natalie', 'libat', 'editor', 'jabar', 'ekspres', 'nurliasa', 'jabarekspres', 'kabinet', 'indonesiaemas', 'susunankabinet', 'prabowogibran', 'gracenatalie', 'pilpres']",neutral
"['tanyakanrl', 'wanita', 'buat', 'jatuh', 'cinta', 'cinta']",positive
"['tanyakanrl', 'diketawain', 'bocil', 'smp', 'yg', 'udah', 'pinter', 'ngentot']",positive
"['kegblgnunfaedh', 'saksi', 'chasil', 'salinanppwp', 'yg', 'versi', 'pdf', 'sirekap']",negative
"['selamat', 'malam', 'minggu', 'salamkeberlanjutan', 'indonesiaemas']",neutral
"['damai', 'indah', 'ayooo', 'rapat', 'baris', 'bangun', 'indonesia', 'bersamasama', 'indonesiaemas', 'salam', 'sahabat', 'thejohan', '', 'note', 'gak', 'tag']",positive
"['maju', 'sejahtera', 'rata', 'indonesiamaju', 'indonesiaemas']",neutral
"['geber', 'infrastruktur', 'indonesia', 'maju', 'indonesiamaju', 'indonesiaemas']",neutral
"['wujud', 'indonesiasentris', 'indonesiamaju', 'indonesiaemas']",positive
"['kuat', 'nilainilai', 'kebhinekaan', 'indonesiamaju', 'indonesiaemas']",positive
"['capai', 'takjub', 'perintah', 'presiden', 'jokowi', 'indonesiamaju', 'indonesiaemas']",positive
"['jalan', 'indonesia', 'maju', 'indonesia', 'emas', 'gibran', 'indonesiaemas', 'bersamaindonesiamaju']",neutral
"['muthiastp', 'ngapain', 'kritik', 'program', 'hitung', 'matang', 'indonesiaemas', '']",neutral
"['tedinvestigasi', 'babaali', 'stopplandemit', 'sy', 'dukung', 'indonesia', 'yg', 'sejahtera', 'indonesiaemas']",positive
"['prabowo', 'sehat', 'presiden', 'rakyat', 'indonesia', 'temu', 'pimpin', 'hebat', 'bawa', 'bangsa', 'indonesia', 'indonesiaemas']",positive
"['zyzyfyu', 'indonesiaemas', 'janethes']",positive
"['kalah', 'menang', 'raya', 'pilpres', 'prabowo', 'pragib', 'gibran', 'indonesiaemas']",negative
"['terima', 'kasih', 'gera', 'senyap', 'silent', 'majority', 'voters', 'yes', 'greatest', 'movement', 'guys', 'genxyz', 'anakmudamilenial', 'salamjari', 'nkrihargamati', 'indonesiaemas', 'indonesiaberdikari', 'jagapersatuandankesatuan', '']",positive
"['takda', 'kpuid', 'presiden', 'pilih', 'pilih', 'dgn', 'curang', 'jujur', 'kalo', 'buruk', 'jokowi', 'timbul', 'yg', 'yg', 'kalo', 'hantar', 'indonesia', 'pintu', 'gerbang', 'emas', 'jaya', 'presiden', 'indonesiaemas']",negative
"['', 'selamat', 'prabowo', 'gibrantweet', 'indonesiamaju', 'indonesiaemas', 'prabowogibran', 'salamduajari', 'salamtoleransi']",positive
"['prabowo', 'kawal', 'sampe', 'hitung', 'kpuid', 'prabowo', 'presiden', 'ku', 'mas', 'gibrantweet', 'wakil', 'presiden', 'ku', 'bersamaindonesiamaju', 'prabowogibran', 'prabowogibranmenang', 'satuputaran', 'indonesiaemas']",negative
"['asumsi', 'liar', 'andai', 'jokowi', 'hasil', 'nikah', 'maju', 'bangsa', 'negara', 'asli', 'gokill', 'banget', 'indonesiarukun', 'indonesiamaju', 'indonesiaemas']",neutral
"['lets', 'go', 'to', 'indonesia', 'emas', 'jokowi', 'gibrantweet', 'kaesangp', 'prabowo', 'partaisocmed', 'karya', 'tangan', 'alat', 'ada', 'indonesiaemas', 'pragib', 'menangseputaran']",positive
"['ikhlas', 'rendah', 'uji', 'pilih', 'kalah', 'terima', 'pilih', 'menang', 'jumawa', 'indonesiaemas', 'salamdamai', 'selamat']",positive
"['dukung', 'duli', 'dukung', 'nilai', 'anjlok', 'pas', 'debat', 'capres', 'dukung', 'kompak', 'serang', 'dukung', 'pilpres', 'indonesiaemas']",positive
"['angkuh', 'kalah', 'silent', 'majority', 'indonesiaemas']",negative
"['allah', 'ajar', 'sadar', 'bijaksana', 'orang', 'salamdamaiindonesiaku', 'indonesiamaju', 'indonesiaemas']",negative
"['gibrantweet', 'maju', 'mas', 'wapres', 'fokus', 'bangun', 'maju', 'bangsa', 'negara', 'presiden', 'orang', 'senantiasa', 'kati', 'lindung', 'tyme', 'indonesiaemas']",positive
"['milu', 'kelar', 'yuk', 'rangkul', 'ayo', 'bangun', 'indonesia', 'dg', 'kokoh', 'satu', 'mudah', 'adu', 'domba', 'pisah', 'takdir', 'tuhan', 'yg', 'maha', 'kuasa', 'indonesiaemas']",positive
"['yg', 'menang', 'raya', 'yg', 'kalah', 'gak', 'terima', 'indonesiaemas']",negative
"['coblos', 'ku', 'kau', 'presiden', 'prabowogibran', 'indonesiamaju', 'indonesiaemas']",negative
"['ok', 'gas', 'ok', 'gass', 'selamat', 'prabowo', 'mas', 'gibran', 'selamat', 'putar', 'moga', 'visi', 'misi', 'wujud', 'allinprabowogibran', 'indonesiaemas']",positive
"['selamat', 'prabowo', 'dn', 'mas', 'gibran', 'menang', 'smg', 'mnjd', 'pimpin', 'yg', 'amanah', 'dn', 'rakyat', 'prabowogibran', 'indonesiamemilihpresiden', 'indonesiaemas']",positive
"['theredsindo', 'jokowi', 'master', 'mind', 'lihay', 'tampang', 'kyk', 'plenga', 'plongo', 'langkah', 'catur', 'biasaaa', 'indonesiamaju', 'indonesiaemas', 'indonesiaelection']",negative
"['alhamdulillah', 'ya', 'rabb', 'indonesia', 'emas', 'valentinesday', 'pemiluserentak', 'february', 'prabowogibran', 'indonesiamemilihpresiden', 'indonesiaemas', 'indonesiamaju']",positive
"['laju', 'indonesiaemas', 'indonesiaelection']",negative
"['radenrauf', 'apa', 'ga', 'omon', 'doang', 'bener', 'ngebawa', 'indonesia', 'indonesiamemilihpresiden', 'indonesiaemas']",neutral
"['gilaaa', 'roket', 'bos', 'mamam', 'mamposss', 'gw', 'dr', 'kemaren', 'diem', 'aja', 'yaa', 'ajg', 'klen', 'jelek in', 'okee', 'mojok', 'klen', 'ajg', 'gaterima', 'sakit', 'pindah', 'negara', 'aja', 'ajg', 'klen', 'rohingya', 'butuh', 'lu', 'yg', 'kek', 'ajg', 'prabowogibran', 'indonesiaemas']",negative
"['gimana', 'cemas', 'kah', 'adick', 'yg', 'butuh', 'oskadon', 'mumpung', 'apotik', 'jam', 'ato', 'klen', 'baygon', 'gpp', 'prabowogibran', 'valentinesday', 'indonesiaemas']",neutral
"['halusinasi', 'kait', 'nusantara', 'gajahmada', 'amp', 'hayam', 'wuruk', 'jam', 'emas', 'majapahit', 'prabowogibran', 'ikn', 'gerbang', 'indonesiaemas', 'condong', 'ngirain', 'akronim', 'gajah', 'mada', 'gama', 'tp', 'kesini', 'pasx']",neutral
"['bu', 'puan', 'yth', 'kali', 'ajak', 'ganjar', 'jelek', 'jelekin', 'jokowi', 'biar', 'ganjar', 'aja', 'yg', 'jelek', 'jelekin', 'jokowi', 'next', 'ken', 'liat', 'maju', 'calon', 'presiden', 'ya', 'bu', 'indonesiaemas', 'menangseputaran']",negative
"['lembaga', 'survey', 'prabowo', 'gibran', 'menang', 'moga', 'bijak', 'bijak', 'depan', 'prabowo', 'tunjuk', 'tangguh', 'gibran', 'cerdas', 'pemimpib', 'muda', 'indonesiaemas']",positive
"['kuat', 'prasangka', 'prabowogibran', 'tim', 'indonesiaemas', 'jokowi', 'all', 'the', 'best']",positive
"['selamat', 'prabowo', 'prabowo', 'mohon', 'laku', 'baik', 'indonesia', 'selamat', 'gerindra', 'milu', 'prabowogibran', 'indonesiaemas']",positive
"['dah', 'indonesiacemas']",negative
"['tanggung', 'pilih', 'pemiludamai', 'indonesiaemas']",negative
"['prabowo', 'bro', 'samsul', 'gibrantweet', 'moga', 'kabul', 'citacita', 'harap', 'indonesia', 'maju', 'prabowogibran', 'prabowogibranmenang', 'indonesiamemilihpresiden', 'indonesiaemas']",positive
"['well', 'done', 'indonesia', 'projo', 'jokowi', 'indonesiaemas']",positive
"['lihat', 'video', 'de', 'mantap', 'tiktok', 'putar', 'prabowogibran', 'indonesia', 'maju', 'indonesia', 'emas', 'maju', 'pantang', 'mundur', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'sekaliputaran']",positive
"['nobar', 'quick', 'count', 'pilpres', 'hitung', 'menang', 'projo', 'jokowi', 'indonesiaemas']",positive
"['netgear', 'indonesia', 'selamat', 'sukses', 'pilih', 'milu', 'mari', 'satu', 'jaga', 'milu', 'nan', 'damai', 'beda', 'pilih', 'penting', 'indonesia', 'milu', 'milu', 'satuindonesia', 'pemiludamai', 'indonesiamaju', 'indonesiaemas', 'netgearindonesia']",positive
"['selamat', 'pagi', 'selamat', 'kasih', 'sayang', 'suara', 'wujud', 'cinta', 'bangsa', 'negara', 'prabiwigibranuntukindonesiamaju', 'indonesiaemas']",positive
"['negara', 'indonesiaemas', 'tp', 'beras', 'stok', 'kosong', 'mana', 'tae']",negative
"['beda', 'level', 'dukung', 'ngomong', 'bareng', 'gak', 'nyambung', 'dukung', 'beda', 'alam', 'maaf', 'bkn', 'songongmeski', 'beda', 'pilih', 'jgn', 'saudara', 'jd', 'putus', 'putus', 'pacar', 'indonesiatanahdemokrasi', 'indonesiakuatindonesiamaju', 'indonesiaemas', 'indonesiabersatu']",negative
"['hilang', 'jenuh', 'versi', 'baik', 'fypviraltwitter', 'cogan', 'dailyshow', 'bogor', 'indonesiaemas', 'fyp']",neutral
"['manusia', 'sehat', 'manusia', 'jaga', 'sehat', 'nya', 'sukses', 'kawan', 'indonesiaemas', 'juveudinese', 'superbowl', 'sincerao', 'pemiluindonesia', 'pemilukondusif']",positive
"['manfaat', 'didik', 'didik', 'bangun', 'ekosistim', 'yg', 'si', 'hasil', 'didik', 'ijazah', 'silah', 'beda', 'pandang', 'marah', 'amp', 'caci', 'maki', 'attitude', 'ubah', 'lbh', 'indonesiaemas', 'tdk', 'dgn', 'makan', 'amp', 'sekolah', 'gratis']",positive
"['indonesiaemas', 'astaghfirullah', 'naudzubillahiminzalik']",negative
"['keren', 'bang', 'buka', 'hati', 'manusia', 'indonesia', 'indonesia', 'yg', 'bersih', 'wibawa', 'kelola', 'pribadi', 'yg', 'jujur', 'takut', 'allah', '', 'dirtyvote', 'indonesiaemas', 'indonesiawaspadapemilucurang', 'waspadapemilucurang', 'waspadapenukaranhasiltiaptps', 'waspa']",positive
"['arielheryanto', 'mimpi', 'ku', 'presiden', 'biar', 'rusak', 'indonesia', 'indonesiaterserah', 'indonesiaemas']",negative
"['let', 's', 'vote', 'hak', 'pilih', 'pilpres', 'indonesiaemas', 'milu', 'indonesiakuatindonesiamaju']",neutral
"['astaghfirullah', 'naudzubillahiminzalik', 'ya', 'allah', 'rezim', 'nyusahin', 'rakyat', 'indonesiaemas', 'indonesiaemas']",negative
"['ga', 'berani', 'kerna', 'kerna', 'dukung', 'amp', 'ga', 'suka', 'fakta', 'pake', 'apas', 'dukung', 'sadarwkwk', 'udah', 'liat', 'blum', 'ni', 'cak', 'imin', 'ubah', 'sholawat', 'dgn', 'nyindir', 'paslon', 'sebelahubah', 'si', 'ya', 'kalo', 'nyindir', 'no', 'indonesiaemas', 'indonesiamaju']",positive
"['ayok', 'teman', 'teman', 'top', 'top', 'nya', 'situs', 'gacorslot', 'ketinggallan', 'hany', 'omong', 'omong', 'doang', 'gongxifacai', 'happynewyear', 'viral', 'viralindo', 'viralindonesia', 'viralterbaru', 'indonesiaemas', 'fypviraltwitter', 'fyp', 'fyp viral', 'fypage']",positive
"['orang', 'perut', 'prabowosubianto', 'gibran', 'indonesiamaju', 'indonesiaemas']",negative
"['egois', 'butuh', 'makan', 'gratis', 'internet', 'ampbbm', 'gratis', 'tarik', 'hidup', 'dunia', 'ga', 'prabowosubianto', 'gibran', 'indonesiamaju', 'indonesiaemas']",neutral
"['survei', 'jelang', 'minggu', 'tenang', 'projo', 'jokowi', 'indonesiaemas']",neutral
"['bukti', 'khan', 'daeng', 'ucu', 'indonesiacemas', 'daruratakalsehat', 'jokowihebat', 'jokowiperiode', 'prestasijokowi', 'nkrimajubersamajokowi']",positive
"['film', 'koalisi', 'aja', 'knapa', 'suara', 'ribu', 'coblos', 'ngga', 'tampil', 'yaa', 'all', 'in', 'prabowo', 'allinprabowo', 'indonesiamaju', 'indonesiaemas', 'prabowosubianto', 'gibran']",positive
"['instruksi', 'menang', 'prabowo', 'gibran', 'projo', 'jokowi', 'indonesiaemas']",negative
"['judul', 'dirty', 'vote', 'ribu', 'surat', 'suara', 'coblos', 'gak', 'masuk', 'film', 'lucu', 'film', 'netral', 'pks', 'pdip', 'keren', 'main', 'prabowosubianto', 'gibran', 'indonesiamaju', 'indonesiaemas']",neutral
"['wujud', 'menang', 'prabowo', 'gibran', 'februari', '', 'prabowogibran', 'prabowo', 'gibran', 'indonesiamaju', 'indonesiaemas']",negative
"['bukti', 'khan', 'daeng', 'ucu', 'indonesiacemas', 'indonesiabubar']",positive
"['regenerasi', 'politik', 'siasiakan', 'suara', 'anak', 'muda', 'indonesia', 'maju', 'indonesia', 'emas', 'temu', 'tps', 'tanggal', 'februari', 'salam', 'jari', 'promedia', 'prabowogibran', 'indonesiaemas', 'pilpres']",neutral
"['yahh', 'tgl', 'februari', 'prabowo', 'gibran', 'nge', 'pump', 'gbk', 'salah', 'bukti', 'nya', 'kali', 'putar', 'prabowogibran', 'indonesiaemas']",neutral
"['tsamaradki', 'sepakat', 'mari', 'bersamasama', 'sukses', 'pesta', 'demokrasi', 'damai', 'yg', 'urus', 'pilih', 'presiden', 'no', 'satuputaran', 'imdonesiamaju', 'indonesiaemas']",positive
"['ayo', 'ayo', 'kawan', 'bikin', 'adem', 'suasana', 'apa', 'pilih', 'mu', 'moga', 'pilih', 'yg', 'baik', 'dg', 'hati', 'nurani', 'tunjuk', 'tuhan', 'moga', 'milu', 'cepat', 'yg', 'pilih', 'yg', 'baik', 'yg', 'takdir', 'tuhan', 'indonesiaemas', 'amin', 'pragib', 'gama']",positive
"['viral', 'kampanye', 'akbar', 'capres', 'prabowo', 'gibran', 'hadir', 'juta', 'juang', 'indonesia', 'emas', 'indonesiaemas', 'prabowogibranpresiden', 'pilpres', 'milu', 'hlupdate', 'hulondaloid', 'promedia']",neutral
"['mantan', 'istri', 'basuki', 'tjahaja', 'purnama', 'ahok', 'veronica', 'tan', 'pilih', 'pilpres', 'suaramerdeka', 'suaramerdekacom', 'promedia', 'mantanistri', 'ahok', 'capres', 'kriteriacapres', 'indonesiaemas', 'indonesiaemas']",neutral
"['randomt', 'akapipid', 'wapamungkas', 'realistis', 'emg', 'mau', 'bedaa', 'looh', 'kl', 'realistis', 'ya', 'niat', 'komitmen', 'kuat', 'kerah', 'upaya', 'habis', 'capai', 'goals', 'lahh', 'ini', 'niat', 'usahany', 'bkn', 'utk', 'berantas', 'korupsi', 'tp', 'utk', 'pelihara', 'tp', 'jargon', 'indonesiaemas']",negative
"['andrerosiade', 'alhamdulillah', 'bang', 'putar', 'prabowogibran', 'indonesiaemas']",positive
"['menang', 'jingle', 'rkb', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'jingle', 'rkb', 'rumahkeluargabersama']",positive
"['modus', 'bapake', 'nyapres', 'receh', 'blow', 'up', 'influencer', 'indonesiacemas']",negative
"['indonesia', 'emas', 'manusia', 'silver', 'upgrade', 'manusia', 'gold', 'indonesiaemas', 'kumpulakbar']",positive
"['prabowo', 'gibran', 'bawa', 'indonesia', 'generasi', 'emas', 'indonesiaemas', 'prabowogibran', 'prabowogibran', 'fixprabowogibran', 'akhirnyapilih']",neutral
"['diangaku', 'nelayan', 'yg', 'gak', 'butuh', 'susu', 'makan', 'gizi', 'gratis', 'ehtau', 'tau', 'caleg', 'pks', 'drama', 'banget', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'nelayan', 'fake', 'pks', 'susugratis', 'makananbergizi', 'rkb', 'rumahkeluargabersama']",neutral
"['rkb', 'ratus', 'warga', 'senam', 'gemoy', 'lapang', 'merdeka', 'desa', 'delanggu', 'klaten', 'jawa', 'kamis', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'gunakanhakpilih', 'senamgemoy', 'rkb', 'rumahkeluargabersama']",positive
"['lihat', 'video', 'de', 'mantap', 'tiktok', 'ayo', 'rapat', 'baris', 'prabowogibran', 'indonesia', 'maju', 'lanjut', 'indonesia', 'emas', 'prabowogibran', 'putar', 'prabowogibran', 'indonesiamaju', 'indonesiaemas', 'pilihprabowogibran', 'rapatkanbarisan']",positive
"['prabowo', 'dar', 'manfaat', 'suara', 'milenial', 'ruang', 'bangun', 'indonesia', 'songsong', 'bonusdemograpi', 'indonesiaemas', 'prabowogibran', 'for', 'indonesiamaju', 'indonesiasuperpowerbaru', 'gelorakansemangatindonesia']",neutral
"['mari', 'berfikir', 'indonesiaemas', 'warga', 'wakanda', 'autopilot', 'rakyat', 'astroplot', 'nusantara']",positive
"['lihat', 'video', 'de', 'mantap', 'tiktok', 'prabowogibran', 'pilih', 'rakyat', 'indonesia', 'maju', 'lanjut', 'indonesia', 'emas', 'ksatria', 'indonesia', 'maju', 'harap', 'indonesia', 'pilihprabowogibran', 'prabowogibran', 'prabowo', 'gibran', 'lanjut', 'indonesiamaju', 'indonesiaemas']",positive
